Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Alloy1;Alloy2;HEAT;LOT;BATCH;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error;Ru;Ru Error
209;28.09.2023 09:28;TestAll Geo;330,39;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;108,24;2,73;197,91;3,08;<LOD;4,83;158,23;3,22;5,23;0,71;25,12;3,34;<LOD;1,95;14,36;2,87;<LOD;31,37;0,38;0,15;135,37;7,56;<LOD;34,85;30,48;8,6;128,66;16,44;<LOD;99,02;42711,02;206,02;614,53;39,73;210,81;11,64;143,89;7,42;4635,63;48,39;21,38;2,65;20322,11;133,27;28978,87;211,7;658,17;116;649,62;25,76;45,32;8,99;466,08;16,99;64,8;6,92;<LOD;0,77;<LOD;7,03;<LOD;4,06;49,91;6,19;275,41;23,36;171,06;19,14;526577,75;3116,35;15,7;1,59;25,83;1,87;<LOD;46,86;<LOD;1,5;<LOD;1,5;<LOD;1,5;165993,16;1796,5;1374,54;74,76;188601,67;933,52;6420,77;59,22;<LOD;1792,66;;
210;28.09.2023 09:34;TestAll Geo;330,07;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;106,02;2,76;198,72;3,13;<LOD;4,97;161,45;3,3;4,83;0,71;28,36;3,47;<LOD;1,95;11,75;2,92;<LOD;31,58;0,46;0,15;138,05;7,71;<LOD;34,97;<LOD;14,26;118,83;16,55;<LOD;100,62;42585,63;208,95;620,71;40,45;212,4;11,65;136,64;7,37;4667,49;48,78;21;2,66;20617,58;134,23;28984,49;211,91;655,59;116,15;651,13;25,84;49,49;9,03;470,58;17,07;64,01;6,93;<LOD;0,77;<LOD;6,99;<LOD;4,18;41,98;6,05;281,29;23,59;159,54;19,16;522996,38;3129,53;15,93;1,61;24,25;1,89;<LOD;46,99;<LOD;1,5;<LOD;1,5;<LOD;1,5;167462,89;1814,43;1456,18;75,88;190277,48;955,18;6489,15;59,78;<LOD;1781,91;;
211;28.09.2023 09:40;TestAll Geo;330,04;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;108,13;2,73;195,31;3,06;<LOD;4,93;160,98;3,25;5,37;0,72;28,42;3,44;<LOD;1,93;11,97;2,89;<LOD;31,92;0,37;0,15;148,53;7,83;<LOD;35,41;31,05;8,64;124,61;16,39;<LOD;98,86;42653,21;206,36;607,06;39,77;204,82;11,59;137;7,42;4623,58;48,58;26,03;2,7;20539,35;134,48;29069,78;212,93;611,7;115,53;679,47;25,96;36,58;8,97;484,95;17,16;65,21;6,92;<LOD;0,76;<LOD;7,04;<LOD;4,02;43,07;6,05;257,12;23,39;171,04;19,35;521074,84;3119,32;16,42;1,6;23,16;1,85;<LOD;47,4;<LOD;1,5;<LOD;1,5;<LOD;1,5;169104,25;1812,54;1451,86;75,52;190566,78;938,24;6444,02;59,27;<LOD;1746,85;;
212;28.09.2023 09:46;TestAll Geo;330,85;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;105,78;2,71;197,03;3,06;<LOD;4,87;160,1;3,25;5,99;0,73;26,6;3,38;<LOD;1,94;12,53;2,85;<LOD;30,96;0,38;0,15;132,93;7,48;<LOD;34,39;30,82;8,54;107,55;16,08;<LOD;98,7;42239,62;204,31;604,07;39,35;215,96;11,6;132,44;7,28;4628,38;48,22;25,39;2,69;20571,25;133,82;29078,56;211,77;597,63;114,55;650,13;25,7;30,46;8,89;445,98;16,77;58,77;6,84;<LOD;0,77;<LOD;6,93;<LOD;4,13;44,41;6,06;272,71;23,11;200,72;19,27;519657,03;3106,75;17,05;1,6;23,87;1,85;<LOD;47,77;<LOD;1,5;<LOD;1,5;<LOD;1,5;170742;1818,86;1472,97;75,42;190938,86;950,18;6449,32;59,15;<LOD;1737,38;;
213;28.09.2023 09:51;TestAll Geo;330,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;105,39;2,76;196,59;3,13;<LOD;4,97;160,14;3,3;5,19;0,72;26,66;3,47;<LOD;2,09;12,17;2,92;<LOD;31,69;0,55;0,16;143,39;7,85;<LOD;35,13;30,41;8,75;116,23;16,5;<LOD;100,61;42737,13;210,32;666,23;41,44;204,92;11,53;136,62;7,32;4624,19;48,36;23,39;2,68;20660,92;133,97;29108,82;211,7;638,79;115,51;646,58;25,75;31,91;8,93;474;17,05;64,32;6,91;<LOD;0,77;<LOD;7;<LOD;4,15;36,31;5,91;276,69;23,45;165,58;19,15;516524,97;3156,94;15,7;1,61;23,71;1,88;<LOD;47,64;<LOD;1,5;<LOD;1,5;<LOD;1,5;172162,64;1834,83;1465,85;75,48;192048;945,99;6490,15;59,56;<LOD;1739,28;;
214;28.09.2023 09:57;TestAll Geo;330,18;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;108,33;2,79;196,35;3,13;<LOD;5,06;160,14;3,29;4,47;0,7;25;3,4;<LOD;1,91;13,08;2,9;<LOD;32,77;0,38;0,15;148,54;7,95;<LOD;35,28;26,38;8,68;119,72;16,64;<LOD;101,09;42732,66;210,4;623,76;40,79;215,77;11,83;145,21;7,53;4629,97;49,1;24,22;2,72;20635,79;136,11;29168,93;215,38;606,26;116,64;661,65;25,74;40,35;8,93;456,89;16,84;57,8;6,82;<LOD;0,75;<LOD;6,98;<LOD;4,06;46,42;6,09;284,24;23,53;166,26;19,15;513491,94;3185,5;17,09;1,62;25,65;1,9;<LOD;46,37;<LOD;1,5;<LOD;1,5;<LOD;1,5;173623,75;1849,76;1443,72;75,68;193356,27;947,56;6508,81;59,73;<LOD;1768,92;;
215;28.09.2023 10:03;TestAll Geo;330,11;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;106,03;2,76;195,58;3,11;<LOD;4,97;159,3;3,27;4,95;0,71;24,34;3,38;<LOD;1,99;14,4;2,9;<LOD;31,55;0,4;0,15;140,61;7,75;<LOD;34,72;27,39;8,64;123,58;16,59;<LOD;100,48;42335,73;208,39;624,05;40,55;216,18;11,71;140,4;7,37;4573,54;48,16;23,57;2,69;20595,59;134,63;29383,15;213,86;545,29;114,02;653,53;25,76;28,36;8,9;462,73;16,94;61,31;6,87;<LOD;0,77;<LOD;6,95;<LOD;4,07;40,92;6;261,62;23,02;186,65;19,15;515246,69;3202,32;14,22;1,59;25,64;1,89;<LOD;46,88;<LOD;1,5;<LOD;1,5;<LOD;1,5;173263,97;1857,1;1487,01;76,23;192716,16;949,69;6481,6;59,85;<LOD;1798,47;;
216;28.09.2023 10:47;TestAll Geo;330,51;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;244,02;3,63;108,62;2,45;<LOD;3,87;68,52;2,35;3,61;0,64;14,23;3,09;<LOD;2,07;5,54;2,54;<LOD;32,39;<LOD;0,22;49,73;5,87;<LOD;36,75;23,14;9,2;82,97;17,09;<LOD;75,62;28200,09;175,45;768,31;42,59;<LOD;8,42;70,8;4,79;1548,6;26,36;1,62;0,81;3865,94;42,45;9692,37;87,79;418,21;57,01;235,03;24,99;<LOD;13,43;358,24;17,23;24,44;6,97;<LOD;0,78;<LOD;7,85;<LOD;4,61;32,1;6,23;169,89;23,79;115,91;19,86;581334,63;2287,62;16,16;1,61;20,3;1,64;<LOD;40,15;<LOD;1,5;<LOD;1,5;<LOD;1,5;52284,11;913,27;474,84;68,22;299406,53;1243,95;4497,25;49,37;<LOD;1556,82;;
217;28.09.2023 10:53;TestAll Geo;330,47;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;238,74;3,31;82,81;2,01;<LOD;3,45;64,06;2,12;3,62;0,59;9,03;2,7;<LOD;1,76;3,9;2,18;<LOD;28,06;<LOD;0,19;43,53;5,18;<LOD;30,96;28,63;8,09;<LOD;27,26;<LOD;86,43;28928,14;164,51;595,79;36,55;23,02;7,66;74,07;4,94;2852,31;31,38;1,76;1,03;4530,11;54,55;12871,3;116,86;342,45;69,83;222,68;22,36;<LOD;12,15;373,36;15,59;33,51;6,36;<LOD;0,7;<LOD;6,68;<LOD;3,75;34,47;5,64;180,3;20,74;118,75;17,24;558018,31;2175,18;16,49;1,49;21,85;1,52;<LOD;36,46;<LOD;1,5;<LOD;1,5;<LOD;1,5;58083,57;896,1;298,23;56,23;318629,16;1198,92;3617,83;41,2;<LOD;1417,06;;
218;28.09.2023 11:28;TestAll Geo;330,43;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;302,28;3,65;132,83;2,46;<LOD;3,31;42,31;1,82;3,36;0,57;10,72;2,71;<LOD;1,62;6,79;2,26;<LOD;28,23;0,34;0,14;29,66;4,68;<LOD;30,6;<LOD;12,76;91,47;14,66;<LOD;78,63;23094,29;145,77;505,63;34,36;63,05;12,29;61;4,17;2286,6;26,09;5,15;2,29;26876,67;116,94;5017,2;80,25;10957,71;207,99;573,66;23,88;64,05;8,56;490,91;16,22;66,79;6,56;<LOD;0,73;<LOD;6,41;<LOD;3,56;49,76;5,84;296,96;21,42;187,32;17,52;624958,31;2029,86;13,03;1,42;20,59;1,43;<LOD;34,11;<LOD;1,5;<LOD;1,5;<LOD;1,5;49902,78;866,66;492,64;84,16;245266,61;1041,22;2486,52;36,7;<LOD;1371,32;;
219;28.09.2023 11:43;TestAll Geo;330,26;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;291,97;3,62;131,77;2,46;<LOD;3,24;42,18;1,83;3,15;0,56;10,18;2,71;<LOD;1,56;7,46;2,27;<LOD;28,04;0,35;0,14;30,98;4,7;<LOD;29,71;<LOD;12,42;<LOD;26,45;<LOD;78,99;23309,16;147,31;429,44;33,06;73,27;12,83;65,13;4,41;2509,18;28,1;3,7;2,38;23881,02;121,86;6035,27;91,07;7829,34;197,72;512,02;21,58;23,71;7,67;460,45;14,64;52,44;5,87;<LOD;0,65;<LOD;5,92;<LOD;3,34;34,07;5,06;293,56;20,19;175,9;16,44;610127,56;2028,18;12,8;1,43;19,3;1,42;<LOD;34,13;<LOD;1,5;<LOD;1,5;<LOD;1,5;55095,9;857,76;492,79;70,93;263901,56;1076,51;2256,75;33,11;<LOD;1304,12;;
220;28.09.2023 11:52;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;255,93;3,42;126,39;2,41;<LOD;3,24;40,68;1,79;2,8;0,55;9,12;2,66;<LOD;1,63;8,65;2,27;<LOD;28,04;0,23;0,13;31,25;4,72;<LOD;30,43;<LOD;12,9;<LOD;26,73;<LOD;78,59;22589,85;144,72;476,53;33,8;69,5;12,86;73,66;4,42;2392,22;27,2;<LOD;2,81;17367,69;95,69;5099,74;80,44;4352,46;139,87;478,93;22,66;<LOD;12,1;447,89;15,39;55,6;6,24;<LOD;0,68;<LOD;6,38;<LOD;3,61;35,41;5,38;265,81;21,15;175,55;17,45;640588,81;1945,77;13,76;1,43;19,74;1,41;<LOD;33,86;<LOD;1,5;<LOD;1,5;<LOD;1,5;47700,43;797,33;370,26;66,6;246714,83;1030,51;2574,93;35,24;<LOD;1285,42;;
221;28.09.2023 12:01;TestAll Geo;330,03;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;276,55;5,11;96,37;2,62;<LOD;300000;78,37;2,69;<LOD;186,98;6,26;3,46;<LOD;2,54;8,3;4,31;<LOD;38,54;<LOD;300000;50,62;7,68;<LOD;300000;<LOD;17,67;<LOD;35,06;<LOD;102,33;35724,5;273,65;310,39;53,05;19,35;5,2;85,2;5,84;1802,04;25,28;1,22;0,61;2330,31;32,81;9995,08;82,67;362,12;51,24;262,41;32,76;<LOD;12,23;148,97;15,81;<LOD;9,63;<LOD;0,72;<LOD;8,5;<LOD;5,1;9,91;5,92;93,45;23,71;53,81;19,77;516992,66;2794,64;20,53;1,81;23,95;1,86;<LOD;44,47;<LOD;1,5;<LOD;1,5;<LOD;1,5;62453,63;1135,07;<LOD;120,52;346063,97;1393,48;5218,33;60,25;<LOD;1938,49;;
222;28.09.2023 12:13;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;196,65;2,94;92,3;2,01;<LOD;3,49;72,48;2,11;3,43;0,56;11,78;2,63;<LOD;1,5;4,95;2,15;<LOD;25,74;0,31;0,13;46,5;4,91;<LOD;28,12;<LOD;12,1;<LOD;24,8;<LOD;78,74;25253,88;146,52;350,83;29,99;13,61;8,43;76,7;4,84;3092,41;31,58;1,87;1,11;4750,45;58,81;16120,44;133,71;1049,04;91,59;93,94;19,33;<LOD;10,52;315,49;13,51;10,9;5,48;<LOD;0,61;<LOD;5,88;<LOD;3,34;33,55;5,02;162,48;18,41;99,77;15,25;536593,31;2145,69;16,51;1,42;19,88;1,44;<LOD;34,54;<LOD;1,5;<LOD;1,5;<LOD;1,5;63585,6;899,76;768,25;57,43;337519,84;1198,64;2933,42;36,05;<LOD;1344,49;;
223;28.09.2023 12:22;TestAll Geo;330,13;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;211,82;3,3;85,6;2,13;<LOD;3,78;68,55;2,28;3,47;0,61;11,81;2,92;<LOD;2,01;3,98;2,36;<LOD;32,24;<LOD;0,21;45,35;5,5;<LOD;34,07;<LOD;14,76;94,26;16,33;<LOD;72,19;27299,3;167,22;1057,38;45,57;23,76;6,59;76,19;5,02;1963,89;31,31;1,95;0,91;4203,56;48,14;12026,15;103,82;1425,5;84,78;249,14;24,27;<LOD;13,15;352,57;16,62;25,86;6,78;<LOD;0,76;<LOD;7,35;<LOD;4,13;38,59;6,17;203,9;22,58;135,12;18,72;508809,16;2461,42;15,19;1,55;20,12;1,58;<LOD;38,09;<LOD;1,5;<LOD;1,5;<LOD;1,5;68392,55;1034,65;413,76;67,85;354452,59;1333,09;3933,39;45,68;<LOD;1587,99;;
224;28.09.2023 12:35;TestAll Geo;330,35;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;240,61;7,11;118,79;3,48;<LOD;300000;74,64;3,72;<LOD;358,79;923,56;19,64;<LOD;4,13;<LOD;28,62;<LOD;52,88;<LOD;300000;42,97;9,27;<LOD;300000;80,77;17,93;<LOD;46,45;<LOD;116,98;31774,46;330,96;386;65,01;6,58;3,96;15,09;4,77;1008,17;17,78;<LOD;0,78;2353,91;27,18;5008,69;54,96;453,88;43,42;274,29;39,06;<LOD;14,24;95,82;18,2;<LOD;11,11;<LOD;0,84;<LOD;10,6;<LOD;6,57;14,54;7,24;70,51;27,75;<LOD;34,48;474647,97;3780,76;16,55;2,33;30,51;2,88;<LOD;87,26;<LOD;1,5;<LOD;1,5;<LOD;1,5;66998,55;1456,06;3182,8;140,87;383107,09;1970,83;7451,32;92,67;<LOD;2605,58;;
225;28.09.2023 13:34;TestAll Geo;330,16;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;264,71;3,39;91,22;2,06;<LOD;3,46;67,2;2,19;3,92;0,75;268,19;7,05;<LOD;1,82;24,58;5,67;<LOD;29,2;0,23;0,14;37,43;4,9;<LOD;29,91;145,48;9,98;<LOD;26,05;<LOD;75,54;21866,91;140,09;407,3;31,8;62,8;13,02;61,97;4,37;2651,63;28,46;<LOD;1,43;4429,68;49,97;10134,98;98,98;487,92;66,94;361,16;22,38;<LOD;12,01;402,42;15,28;42,8;6,22;<LOD;0,68;<LOD;6,43;<LOD;3,72;37,91;5,51;235,49;21,1;139,36;17,28;573609,19;2098,69;14,15;1,48;21,05;1,63;<LOD;43,85;<LOD;1,5;<LOD;1,5;<LOD;1,5;55288,87;825,25;2163,14;68,33;315947,25;1239,98;3099,8;36,83;<LOD;1295,18;;
226;28.09.2023 13:44;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;231,39;3,14;82,23;1,93;<LOD;3,28;58,58;2,01;3,2;0,61;95,69;4,51;<LOD;1,58;<LOD;7,32;<LOD;26,74;0,35;0,13;31,05;4,49;<LOD;28,24;78,94;8,47;<LOD;25,75;<LOD;70,59;18152,69;125,51;418,36;31,09;68,71;12,33;64,85;4,22;2551,48;27,29;<LOD;1,56;4916,67;54,39;10467,72;104,45;471,17;70,13;479,4;22,1;<LOD;11,8;440,7;14,96;52,55;6,06;<LOD;0,67;<LOD;6,06;<LOD;3,38;43,48;5,4;256,52;20,13;144,48;16,37;564338,25;2041,44;11,51;1,38;17,72;1,44;<LOD;36,26;<LOD;1,5;<LOD;1,5;<LOD;1,5;59784,06;821,42;2111,61;63,82;326177,72;1221,94;2705,04;32,98;<LOD;1199,95;;
227;28.09.2023 13:59;TestAll Geo;330,44;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;124,74;3;255,92;3,58;<LOD;3,74;45,27;2,03;3,35;0,61;8,69;2,89;<LOD;2,15;4,8;2,36;<LOD;32,87;<LOD;0,21;46,01;5,61;<LOD;35,5;<LOD;13,06;49,92;16,21;<LOD;67,57;22938,01;156,58;464,39;35,86;<LOD;8,99;92,02;5,22;1513,71;28,1;5,26;1,4;12049,88;70,48;5594,26;72,54;332,87;57,43;404,32;26,78;<LOD;13,72;354,73;17,64;25,2;7,17;<LOD;0,8;<LOD;7,6;<LOD;4,65;35,39;6,48;140,48;22,76;97,12;19,07;545654,5;2455,07;15,38;1,57;16,42;1,49;<LOD;37,59;<LOD;1,5;<LOD;1,5;<LOD;1,5;57395,12;993,93;1845,63;82,67;327263,31;1281,29;3374,57;45,14;<LOD;1714,64;;
228;28.09.2023 14:07;TestAll Geo;330,5;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;134,22;3;248,41;3,47;<LOD;3,61;44,61;1,98;3,21;0,6;9,47;2,85;<LOD;2,03;6,02;2,36;<LOD;31,28;0,22;0,14;40,07;5,33;<LOD;35,06;17,95;8,58;73,92;15,97;<LOD;64,97;22061,34;150,76;585,62;37,4;70,14;14,61;91,11;4,98;1690,42;29,29;3,65;1,38;12067,16;70,4;6054,6;74,57;355,14;58,31;638,29;27,51;<LOD;13,95;411,1;17,69;54,71;7,3;<LOD;0,8;<LOD;7,43;<LOD;4,31;42,47;6,47;228,37;23,45;137,57;19,24;519499,59;2485,02;13,47;1,51;17,19;1,47;<LOD;37,14;<LOD;1,5;<LOD;1,5;<LOD;1,5;65134,5;1033,68;1904,86;79,7;348421,41;1294,68;3050,64;42,34;<LOD;1673,2;;
229;28.09.2023 14:15;TestAll Geo;330,53;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;150,34;3;269,75;3,46;<LOD;3,56;51,85;1,99;2,98;0,57;10,13;2,77;<LOD;1,87;4,47;2,24;<LOD;30,51;<LOD;0,2;46,91;5,26;<LOD;31,99;<LOD;13,78;56,9;14,84;<LOD;65,54;24328,09;151,75;738,1;38,63;<LOD;10,56;91,67;5,15;2941,07;32,04;4,22;1,61;13780,07;82,03;7362,5;88,14;472,53;68,93;462,99;24,4;<LOD;12,35;357,11;15,86;24,69;6,43;<LOD;0,72;<LOD;6,8;<LOD;4,02;36,93;5,84;139,45;20,65;106,44;17,42;500609,22;2451,33;16,6;1,49;17,91;1,44;<LOD;35,2;<LOD;1,5;<LOD;1,5;<LOD;1,5;71206,26;1056,36;2358,89;79,67;357178,47;1259,72;3264,48;41,63;<LOD;1614,25;;
230;28.09.2023 14:26;TestAll Geo;330,17;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;182,46;2,96;112,39;2,25;<LOD;3,47;63,54;2,08;3,74;0,58;11,32;2,69;<LOD;1,55;7,15;2,25;<LOD;27,61;0,3;0,13;38,84;4,89;<LOD;29,49;<LOD;12,74;<LOD;26,37;<LOD;82,21;26318,1;153,87;421,69;32,42;12,03;7,94;93,94;4,98;3031,12;31,64;2,77;1,34;8139,45;67,88;6440,42;87,71;408,65;70,03;351,51;22,28;<LOD;11,75;359,39;14,9;33,46;6,12;<LOD;0,68;<LOD;6,27;<LOD;3,65;35,65;5,46;191,95;19,82;128,01;16,46;535629,88;2176,54;16,96;1,47;21,88;1,49;<LOD;36,54;<LOD;1,5;<LOD;1,5;<LOD;1,5;66650,31;910,54;321,44;51,24;340314,81;1227,51;2384,6;32,68;<LOD;1325,8;;
231;28.09.2023 14:33;TestAll Geo;330,33;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;164,65;2,87;107,31;2,23;<LOD;3,52;64,55;2,12;3,93;0,59;12,99;2,77;<LOD;1,62;4,84;2,26;<LOD;28,96;0,27;0,13;42,43;5,05;<LOD;31,29;<LOD;13,57;<LOD;27,51;<LOD;80,45;23892,88;148,1;433,06;32,91;28,01;7,43;81,33;4,95;3127,99;32,33;<LOD;1,81;7226,29;61,66;6210,32;82,97;399,41;65,9;530,01;24,28;<LOD;12,76;438,94;16,22;50,52;6,56;<LOD;0,73;<LOD;6,57;<LOD;3,84;47,51;5,94;247,1;21,73;153,52;17,85;513956,06;2312,44;17,16;1,48;20,17;1,49;<LOD;37,07;<LOD;1,5;<LOD;1,5;<LOD;1,5;72915;987,77;300,91;54,63;357808,88;1282,9;2585,49;35,28;<LOD;1405,23;;
232;28.09.2023 14:43;TestAll Geo;330,12;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;157,71;2,78;118,3;2,28;<LOD;3,44;61,12;2,03;3,72;0,57;8,6;2,58;<LOD;1,59;6,63;2,16;<LOD;27,52;0,2;0,13;40,13;4,85;<LOD;29,69;<LOD;12,72;<LOD;26,16;<LOD;78,6;23413,5;143,67;375,2;30,88;26,54;7,59;90,54;4,99;3076,79;31,79;4,08;1,29;7881,41;64,35;6340,08;83,9;313,24;64,41;360,62;22,94;<LOD;12,01;385,89;15,53;33,83;6,3;<LOD;0,7;<LOD;6,44;<LOD;3,75;42,54;5,75;167,63;20,04;112,83;16,71;527527,75;2246,69;17,15;1,45;20,19;1,45;<LOD;35,05;<LOD;1,5;<LOD;1,5;<LOD;1,5;69232,2;955,42;377,53;55,15;347993,94;1246,96;2610,18;35,31;<LOD;1402,3;;
233;28.09.2023 14:56;TestAll Geo;330,53;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;252,42;3,43;88,71;2,1;<LOD;3,51;58,85;2,07;3,06;0,57;9,01;2,71;<LOD;1,63;6,12;2,25;<LOD;29,09;0,28;0,14;50,96;5,53;<LOD;30,94;<LOD;13,02;<LOD;26,98;<LOD;95,11;38308,65;191,26;888,99;42,53;34,07;9,41;77,71;4,88;2602,47;29,85;<LOD;2;6021,76;70,73;17156,63;150,45;526,44;90,01;427,36;21,92;<LOD;11,51;392,28;14,64;43,1;5,99;<LOD;0,66;<LOD;6,09;<LOD;3,51;42,19;5,39;224,81;20,04;151,83;16,61;544213,81;2088,24;14,19;1,5;36,37;1,71;<LOD;36,01;<LOD;1,5;<LOD;1,5;<LOD;1,5;52524,84;814,81;816,51;53,28;328304,09;1172,34;2349,63;31,8;<LOD;1348,6;;
234;28.09.2023 15:13;TestAll Geo;330,05;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;242,59;3,31;98,85;2,15;<LOD;3,41;57,88;2,01;3,07;0,56;8,62;2,63;<LOD;1,58;5,33;2,17;<LOD;27,84;0,21;0,13;40,76;5,05;<LOD;30,1;<LOD;12,68;<LOD;27,12;<LOD;87,19;31264,49;169,17;965,88;42,12;21,49;8,57;76,07;4,83;2407,09;28,7;<LOD;1,83;5589,01;65,03;15681,43;137,91;481,74;82,7;364,77;22,13;<LOD;11,82;408,91;15,15;42,29;6,14;<LOD;0,68;<LOD;6,17;<LOD;3,58;40,07;5,49;199,76;19,95;144,22;16,68;548325,75;2107,07;11,52;1,43;31,34;1,61;<LOD;35,08;<LOD;1,5;<LOD;1,5;<LOD;1,5;52422,66;835,69;1732,58;64,79;329596,59;1186,09;2599,41;34,41;<LOD;1388,83;;
235;28.09.2023 15:22;TestAll Geo;330,35;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;173,66;3,17;142,58;2,71;<LOD;3,54;46,89;2;2,53;0,57;<LOD;3,27;<LOD;1,93;11,43;2,35;<LOD;31,22;0,43;0,15;29,19;5,62;<LOD;34,57;<LOD;13,77;<LOD;29,9;<LOD;115,31;61588,32;253,6;1497,91;55,06;99,83;11,25;363,37;8,72;3433,69;40,83;<LOD;2,63;8345,44;89,96;18121,69;172,09;1180,37;121,68;537,37;24,85;<LOD;12,51;367,96;15,96;30,92;6,49;<LOD;0,72;<LOD;7,06;<LOD;4,11;29,51;5,69;219,77;22,79;144,49;18,87;563095,88;2222,14;9,93;1,49;25,09;1,59;<LOD;37,14;<LOD;1,5;<LOD;1,5;<LOD;1,5;44580,02;867,87;3609,01;87,37;284092,91;1068,89;3370,15;40,91;<LOD;1626,47;;
236;28.09.2023 15:39;TestAll Geo;330,47;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;106,84;2,72;196,35;3,07;<LOD;4,86;155,42;3,2;5,54;0,72;27,45;3,4;<LOD;1,9;8,14;2,79;<LOD;31,25;0,39;0,15;144,57;7,74;<LOD;35,1;37,72;8,76;128,3;16,47;<LOD;99,06;42351,41;205,48;609,04;39,68;208,86;11,55;137,81;7,37;4649,51;48,38;25,98;2,7;20737,04;134,15;29344,58;212,36;691,3;116,83;620,77;25,43;32,31;8,87;464,56;16,86;60,2;6,82;<LOD;0,76;<LOD;7,03;<LOD;4,09;41,35;5,97;283,44;23,57;179,82;19,35;513279,56;3155,57;17,06;1,6;25,4;1,86;<LOD;47,16;<LOD;1,5;<LOD;1,5;<LOD;1,5;173503,8;1834,24;1508,25;75,74;193595,31;939,88;6672,66;60,01;<LOD;1753,93;;
237;04.10.2023 09:06;TestAll Geo;330,05;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;106,67;2,74;192,44;3,06;<LOD;4,84;160,17;3,26;5,24;0,72;26,65;3,42;<LOD;1,96;12,03;2,88;<LOD;31,73;0,43;0,15;130,87;7,54;<LOD;35,21;31,19;8,7;133,9;16,7;<LOD;99,75;42403,61;207,03;602,32;39,92;206,26;11,62;137,14;7,39;4617,58;48,66;23,23;2,63;19513,96;131,48;28671,56;211,62;672,49;116,55;651,44;25,61;35,73;8,89;472,04;16,92;55,85;6,78;<LOD;0,76;<LOD;7,08;<LOD;4,19;33,97;5,82;281,26;23,78;173,79;19,47;551453,19;2923,76;16,22;1,61;24,98;1,88;<LOD;47,6;<LOD;1,5;<LOD;1,5;<LOD;1,5;152226,36;1662,86;1188,14;71,12;178861,5;904,98;6427,48;58,11;<LOD;1692,61;;
